normalized_name,company_ids,original_names,fair_count,fair_names,same_fair_overlap,scenario,confidence,recommendation,duplicate_relation_count,country_ids,phones,websites,emails
yamer endustriyel urunler,6300|13010|18124|19550|22373,YAMER ENDÜSTRIYEL ÜRÜNLER TIC LTD STI | YAMER ENDÜSTRIYEL ÜRÜNLER TIC LTD STI | YAMER ENDÜSTRIYEL ÜRÜNLER TIC LTD STI | YAMER ENDÜSTRIYEL ÜRÜNLER TIC.LTD.STI. | YAMER ENDÜSTRİYEL ÜRÜNLER TİC.LTD.ŞTİ.,5,Ankiros | Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | Kalite '25 | Maktek Avrasya,False,A,REVIEW,Manual review suggested,0,1,2323420693,yamer.com.tr | yamerend.com.t,info@yamer.com.tr | info@yamerend.com.t
abm makine,18059|22225|25540|27420,ABM MAKINE SAN. VE TIC. A.S. | ABM MAKINE SAN. VE TIC. A.S. | ABM MAKİNE SAN. VE TİC. A.Ş. | ABM MAKİNE SAN. VE TİC. A.Ş.,4,IDEF | Maktek Avrasya | Wire - Tube Eurasia  | WoodTech,False,A,REVIEW,Manual review suggested,0,1,2327826644,abmgrinding.com,info@abmgroup.com.tr | info@abmmakine.com
adalar kimya,6190|12880|18148|21233,ADALAR KIMYA SAN. VE TIC.A.S. | ADALAR KIMYA SAN. VE TIC.A.S. | ADALAR KIMYA SAN. VE TIC.A.S. | ADALAR KİMYA SAN. VE TİC. A.Ş.,4,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | İbia Expo | İntermob,False,A,REVIEW,Manual review suggested,0,1,26272488 | 2627248908,adalarkimya.com,info@adalarkimya.com
akdeniz depo lojistik ekip hirdavat,8273|21721|23601|23700,AKDENIZ DEPO LOJISTIK EKIP HIRDAVAT SANAYI VE TICARET LTD STI | AKDENIZ DEPO LOJISTIK EKIP. HIRDAVAT SAN. VE TIC. LTD. STI. | AKDENİZ DEPO LOJİSTİK EKİP. HIRDAVAT SAN. VE TİC. LTD. ŞTİ. | AKDENİZ DEPO LOJİSTİK EKİP. HIRDAVAT SAN. VE TİC. LTD. ŞTİ.,4,Avrasya Ambalaj | CFE - Carpet and Flooring Expo | HOMETEX | HOST Istanbul Fuarı,False,A,REVIEW,Manual review suggested,0,1,5348932522 | 902124957901,akdenizrack.com,info@akdenizrack.com
belgin madeni yaglar,19450|21412|25555|30488,BELGIN MADENI YAGLAR TIC. VE SAN. A.S. | BELGIN MADENI YAGLAR TIC.VE SAN.A.S. | BELGİN MADENİ YAĞLAR TİC.VE SAN.A.Ş. | BELGİN MADENİ YAĞLAR,4,ALUEXPO | Ankiros | Maktek Avrasya | Wire - Tube Eurasia ,False,A,REVIEW,Manual review suggested,0,1,2627510292 | 902627510292,belginoil.com,info@belginoil.com
bursa isik tasarim kalip plastik enjeksiyon imalat,12874|18306|25416|25526,BURSA ISIK TASARIM KALIP VE PLASTIK ENJEKSIYON IMALAT SANAYI LTD.STI. | BURSA ISIK TASARIM KALIP VE PLASTIK ENJEKSIYON IMALAT SANAYI LTD.STI. | BURSA IŞIK TASARIM KALIP VE PLASTİK ENJEKSİYON İMALAT SANAYİ LTD.ŞTİ. | BURSA IŞIK TASARIM KALIP VE PLASTİK ENJEKSİYON İMALAT SANAYİ LTD.ŞTİ.,4,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | Wire - Tube Eurasia  | İntermob,False,A,REVIEW,Manual review suggested,0,1,2244430892 | 5074500213,vol-ka.com,destek@vol-ka.com | info@isiktasarim.com
dogus firca turizm insaat,2785|6219|12890|23313,DOĞUŞ FIRÇA TURİZM İNŞAAT SAN. VE TİC. LTD. ŞTİ. | DOGUS FIRÇA TURIZM INSAAT SAN. VE TIC. LTD. STI. | DOGUS FIRÇA TURIZM INSAAT SAN. VE TIC. LTD. STI. | DOGUS FIRÇA TURIZM INSAAT SAN. VE TIC. LTD. STI.,4,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | MÜSİAD Expo Ticaret Fuarı | Plast Eurasia İstanbul,False,A,REVIEW,Manual review suggested,0,1,2124712880 | 2125200783,dogusfirca.com,eminonu@dogusfirca.com | info@dogusfirca.com | infoeminonu@dogusfirca.com | istoc@dogusfirca.com
etka d otomotiv plastik kalip,11524|17184|27803|32820,ETKA-D OTOMOTİV PLASTİK KALIP SAN. TİC. LTD. ŞTİ. | ETKA-D OTOMOTİV PLASTİK KALIP SAN.TİC.LTD.ŞTİ. | ETKA-D OTOMOTİV PLASTİK KALIP SAN. VE TİC. LTD. ŞTİ. | ETKA-D OTOMOTİV PLASTİK KALIP SAN. VE TİC. LTD. ŞTİ.,4,BusWorld | IDEF | KARAVANİST İstanbul | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,5334626682 | 5494111556,etkaotomotiv.com,etka@etkaotomotiv.com | muhasebe@etkaotomotiv.com
inductotherm induksiyon sistemleri,19685|21473|25539|30613,INDUCTOTHERM INDÜKSIYON SISTEMLERI A.S. | INDUCTOTHERM INDÜKSIYON SISTEMLERI SAN AS | INDUCTOTHERM İNDÜKSİYON SİSTEMLERİ SAN AŞ | INDUCTOTHERM İNDÜKSİYON SİSTEMLERİ SAN.A.Ş.,4,ALUEXPO | Ankiros | Maktek Avrasya | Wire - Tube Eurasia ,False,A,REVIEW,Manual review suggested,0,1,2626463424 | 904444173,inductotherm.com.tr,inducto@inductotherm.com.tr | info@inductotherm.com.tr | sabahattin@inductotherm.com.tr
kardemir karabuk demir celik,17327|17909|19343|30023,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş. | KARDEMIR KARABÜK DEMIR ÇELIK | KARDEMIR KARABÜK DEMIR ÇELIK SAN. TIC. A.S | KARDEMİR - KARABÜK DEMİR ÇELİK SAN. VE TİC. A.Ş.,4,Ankiros | Eurasia Rail | METAL EXPO EURASIA İSTANBUL | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2165762001,kardemir.com,egunes@kardemir.com | export@kar-demir.com.tr | info@kar-demir.com.tr | pazarlama@kardemir.com | satinalma@kardemir.com | satis@kardemir.com
kimteks poliuretan,1476|17356|28019|34752,KİMTEKS POLİÜRETAN SAN. VE TİC. A.Ş. | KİMTEKS POLİÜRETAN SANAYİ VE TİCARET A.Ş. | KİMTEKS POLİÜRETAN SAN. VE TİC. A.Ş. | KIMTEKS POLIÜRETAN SAN. TIC. A.S.,4,Adhesives and Bonding Eurasia | Aysaf Ayakkabı Yan Sanayi Fuarı | IDEF | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2128091550,kimpur.com,info@kimpur.com | info@kimteks.com.tr
kipas mensucat isletmeleri,4834|7567|17357|28020,KİPAŞ MENSUCAT İŞLETMELERİ A.Ş. | KİPAŞ MENSUCAT İŞLETMELERİ A.Ş. | KİPAŞ MENSUCAT İŞLETMELERİ A.Ş | KİPAŞ MENSUCAT İŞLETMELERİ A.Ş.,4,IDEF | Saha Expo | Texhibition İstanbul | Uluslararası İstanbul İplik Fuarı,False,A,REVIEW,Manual review suggested,0,1,3442363300 | 3442363800,kipas.com.tr,ik@kipas.com.tr | kipas@kipas.com.tr | merdi@kipas.com.tr
konak demir celik,11356|12974|23062|26144,KONAK DEMİR ÇELİK SAN. VE TİC. LTD. ŞTİ. | KONAK DEMIR ÇELIK SAN VE TIC LTD | KONAK DEMİR ÇELİK SAN.TİC. LTD.ŞTİ. | KONAK DEMİR ÇELİK SAN. VE TİC. LTD. ŞTİ.,4,Fastener Expo Eurasia Fuarı | Wire - Tube Eurasia  | Yapı Fuarı İstanbul | İstanbul Hırdavat Fuarı,False,A,REVIEW,Manual review suggested,0,1,3825023300,konaktel.com.tr,info@ikonexport.com.tr | info@konaktel.com.tr
linemedia bilisim,2430|10647|31874|32204,LINEMEDIA BILISIM LIMITED SIRKETI | LINEMEDIA BILISIM LIMITED SIRKETI | LINEMEDIA BİLİŞİM LİMİTED ŞİRKETİ | LINEMEDIA BİLİŞİM LİMİTED ŞİRKETİ,4,Kauçuk Avrasya Fuarı | Maktek Avrasya | Plast Eurasia İstanbul | RePlast Eurasia,False,A,REVIEW,Manual review suggested,0,1,21204766 | 5330329387,linemedia.com | machineryline.com.tr,blog@linemedia.com | bmatrucks@gmail.com | complain@linemedia.com | complaints@linemedia.com | info@metalmakina.com | machineryline@linemedia.com | olga.slipek@linemedia.com | salesbalkan@fabo.com.tr | salesfr@fabo.com.tr | salesru@fabo.com.tr
moneta tanitim org rek yay,2669|30665|31893|31959,MONETA TANITIM ORG. REK. YAY. TİC. LTD. ŞTİ. | MONETA TANITIM ORG. REK. YAY. TİC. LTD. ŞTİ. | MONETA TANITIM ORG. REK. YAY. TİC. LTD. ŞTİ. | MONETA TANITIM ORG. REK. YAY. TİC.LTD. ŞTİ.,4,ALUEXPO | Kauçuk Avrasya Fuarı | Maden Türkiye Uluslararası Madencilik Fuarı | Plast Eurasia İstanbul,False,A,REVIEW,Manual review suggested,0,1,2122527185 | 902122527185,monetatanitim.com,info@monetatanitim.com
oztiryakiler madeni esya,10541|17567|21025|26465,ÖZTİRYAKİLER MADENİ EŞYA SAN. VE TİC. A. Ş. | ÖZTİRYAKİLER MADENİ EŞYA SAN. VE TİC. A.Ş. | Öztiryakiler Madeni Eşya San. Tic. A.Ş. | ÖZTİRYAKİLER MADENİ EŞYA SAN. VE TİC. A.Ş,4,Hostech | IBAKTECH | Saha Expo | Zuchex,False,A,REVIEW,Manual review suggested,0,1,02128867800 | 2128867800 | 2128867810,oztiryakiler.com.tr,ankara@oztiryakiler.com.tr | antalya@oztiryakiler.com.tr | aymak@oztiryakiler.com.tr | bodrum@oztiryakiler.com.tr | doztiryaki@oztiryakiler.com.tr | info@oztiryakiler.com.tr | izmir@oztiryakiler.com.tr | kpasa@oztiryakiler.com.tr | murat@oztiryakiler.com.tr | ooztiryaki@oztiryakiler.com.tr | proje@oztiryakiler.com.tr | toztiryaki@oztiryakiler.com.tr
ozverler resim cerceve,4557|5369|21027|30899,ÖZVERLER RESIM ÇERÇEVE SAN VE TIC LTD STI | ÖZVERLER RESIM ÇERÇEVE SAN. VE TIC. LTD. STI. | ÖZVERLER RESİM ÇERÇEVE SAN. VE TİC. LTD. ŞTİ. | ÖZVERLER RESiM ÇERÇEVE SAN VE TiC LTD ŞTi,4,HOST Istanbul Fuarı | Zuchex | İntermob | İstanbul Mobilya Fuarı,False,A,REVIEW,Manual review suggested,0,1,2126595008 | 5012345678 | 905555865777,ozverler.com.tr,info@ozverler.com.tr | ozverler@ozverler.com.tr | randevu@ozverler.com.tr | yasinceliksoy@ozverler.com.tr
pem enerji,1289|3177|9453|33058,PEM ENERJİ SAN. TİC. LTD. ŞTİ. | PEM ENERJİ SAN.TİC. | PEM ENERJI SAN.TIC.LTD.STI. | Pem Enerji,4,EIF | EV Charge Show | Enerjisini Üreten Fabrikalar Zirvesi ve Sergisi | SolarEx İstanbul Güneş Enerjisi & Teknolojileri Fuarı,False,A,REVIEW,Manual review suggested,0,1,2165766660 | 3124739383,pemenerji.com.tr,satis2@pemenerji.com.tr | satis@pemenerji.com.tr
prestij yayincilik basim hiz,19577|30690|31966|32213,PRESTIJ YAYINCILIK BASIM HIZ. SAN. TIC. LTD. STI. | PRESTİJ YAYINCILIK BASIM HİZ. SAN. TİC. LTD. ŞTİ. | PRESTİJ YAYINCILIK BASIM HİZ. SAN. TİC. LTD. ŞTİ. | PRESTİJ YAYINCILIK BASIM HİZ. SAN. VE TİC. LTD. ŞTİ.,4,ALUEXPO | Ankiros | Maden Türkiye Uluslararası Madencilik Fuarı | Maktek Avrasya,False,A,REVIEW,Manual review suggested,0,1,2122671011 | 21232036 | 902123203690,prestijyayincilik.com.tr,grafik@prestijyayincilik.com.tr | hayriyeanil@prestijyayincilik.com.tr | info@prestijyayincilik.com.tr | kenananil@prestijyayincilik.com.tr | prestijwebtv@prestijyayincilik.com.tr | reklam@prestijyayincilik.com.tr
prime aluminyum dis,1076|2297|9458|30691,PRİME ALÜMİNYUM SAN VE DIŞ TİC LTD ŞTİ | PRIME ALÜMINYUM SANAYI VE DIS TICARET LTD. STI. | PRIME ALÜMINYUM SAN.VE DIS TIC.LTD.STI. | PRİME ALÜMİNYUM SAN. VE DIŞ. TİC. LTD. ŞTİ.,4,ALUEXPO | AVRASYA PENCERE FUARI | R+T Turkey | SolarEx İstanbul Güneş Enerjisi & Teknolojileri Fuarı,False,A,REVIEW,Manual review suggested,0,1,3805020087 | 3805020088 | 53252006 | 903805020087,aluprime.com,export@aluprime.com | ihracat@aluprime.com | info@aluprime.com | muhasebe@aluprime.com
sektorel tanitim grubu rek,6331|19771|22381|34781,SEKTÖREL TANITIM GRUBU REK. VE TIC. LTD. STI. | SEKTÖREL TANITIM GRUBU REK.VE TIC.LTD. STI. | SEKTÖREL TANITIM GRUBU VE REK.VE TİC. LTD.ŞTİ. | SEKTÖREL TANITIM GRUBU REK. VE TIC. LTD. STI.,4,Adhesives and Bonding Eurasia | Ankiros | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | Kalite '25,False,A,REVIEW,Manual review suggested,0,1,212607282223 | 5333542492,sektorel.com | subconturkey.com.tr,sektorel@sektorel.com | subcon@subconturkey.com.tr | vedat@sektorel.com
sistem aluminyum,2406|17711|28412|30728,SISTEM ALÜMINYUM SAN. VE TIC. A.S. | SİSTEM ALÜMİNYUM SAN VE TİC. A.Ş. | SİSTEM ALÜMİNYUM SAN. VE TİC. A.Ş. | SİSTEM ALÜMİNYUM SAN. VE TİC. A.Ş.,4,ALUEXPO | AVRASYA PENCERE FUARI | IDEF | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2128868787 | 902128868787,sistemal.com | sistemaluminyum.com.tr,merve.colak@sistemal.com | sistem@sistemal.com | sistem@sistemaluminyum.com.tr
tork baglanti elemanlari,3475|14311|23143|25509,TORK BAGLANTI ELEMANLARI SAN.TIC.LTD.STI. | TORK BAĞLANTI ELEMANLARI | TORK BAĞLANTI ELEMANLARI SAN. VE TİC.LTD.ŞTİ. | TORK BAĞLANTI ELEMANLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,4,Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | KASTEXPO | WIN EURASIA | İstanbul Hırdavat Fuarı,False,A,REVIEW,Manual review suggested,0,1,2164442208 | 4442208,torkclamps.com,export@torkclamps.com | info@torkclamps.com | satis@torkclamps.com | tork@torkclamps.com
troy met kalite kontrol sistemleri,11092|19728|22380|30752,TROY-MET KALİTE KONTROL SİSTEMLERİ SAN. TİC. LTD. ŞTİ. | TROY-MET KALITE KONTROL SISTEMLERI | TROY-MET KALİTE KONTROL SİSTEMLERİ SAN.TİC.LTD.ŞTİ. | TROY-MET KALİTE KONTROL SİSTEMLERİ,4,ALUEXPO | Ankiros | Kalite '25 | Maden Türkiye Uluslararası Madencilik Fuarı,False,A,REVIEW,Manual review suggested,0,1,2163696970 | 902163696970,troy-met.com,muhasebe@troy-met.com | satis@troy-met.com | seckindogan@troy-met.com | servis@troy-met.com
tumosan motor traktor,2100|7506|17806|28555,TÜMOSAN MOTOR VE TRAKTÖR SANAYI A.S. | TÜMOSAN MOTOR VE TRAKTÖR A.Ş. | TÜMOSAN MOTOR VE TRAKTÖR A.Ş. | TÜMOSAN MOTOR VE TRAKTÖR SANAYİ A.Ş.,4,AGROSHOW EURASIA FUARI | Bosphorus Boat Show Kara Fuarı | IDEF | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2124681900 | 56161192,tumosan.com.tr,iletisim@tumosan.com.tr | info@tumosan.com.tr | kvkk@tumosan.com.tr | tumosan@hs01.kep.tr
turkuaz tekstil,4858|7945|8391|17817,TURKUAZ TEKSTİL SANAYİ VE TİCARET A.Ş. | TURKUAZ TEKSTİL SAN.VE TİC.A.Ş. | TURKUAZ TEKSTIL | TURKUAZ TEKSTİL SAN. VE TİC.A.Ş.,4,HOMETEX | Saha Expo | Texhibition İstanbul | Uluslararası İstanbul İplik Fuarı,False,A,REVIEW,Manual review suggested,0,1,2242613110 | 2583717453,turktex.net | turkuaztex.com,info@turktex.net | info@turkuaztex.com | turkuaz@turkuaztex.com
ugur tekstil makinalari,1674|21334|22678|30084,UĞUR TEKSTİL MAKİNALARI SAN. VE TİC. A.Ş. | UĞUR TEKSTİL MAKİNALARI SAN .VE TİC .A.Ş. | UĞUR TEKSTİL MAKİNALARI SAN. VE TİC. A.Ş. | UĞUR TEKSTİL MAKİNALARI SAN. VE TİC. A.Ş.,5,Fespa Eurasia | GarmentTech | Promo Gift İstanbul | Sign İstanbul | İbia Expo,False,A,REVIEW,Manual review suggested,0,1,,ugurbrother.com,destek@ugurbrother.com | info@ugurbrother.com | ugur.ipm@brothertr.com
umut oyuncak umutcan dumlu,18468|22681|24079|24201,Umut Oyuncak Umutcan Dumlu | UMUT OYUNCAK - UMUTCAN DUMLU | UMUT OYUNCAK - UMUTCAN DUMLU | UMUT OYUNCAK - UMUTCAN DUMLU,5,Promo Gift İstanbul | Promosyon Show | Sign İstanbul | İstanbul Kırtasiye Ofis Fuarı | İstanbul Oyuncak Fuarı,False,A,REVIEW,Manual review suggested,0,1,,kidssan.com,info@fasonfabrikasi.com | info@kidssan.com
vega yapisal urunler,2366|11466|18291|24379,VEGA YAPISAL ÜRÜNLER SAN. TIC. A.S. | VEGA YAPISAL ÜRÜNLER SAN. VE TİC. A.Ş. | VEGA YAPISAL ÜRÜNLER SAN. TIC. A.S. | VEGA YAPISAL ÜRÜNLER SAN. TİC. A.Ş.,4,AVRASYA PENCERE FUARI | Yapı Fuarı İstanbul | İntermob | İstanbul Mobilya Fuarı,False,A,REVIEW,Manual review suggested,0,1,2891100,idealkabin.com.tr | sunflex.com.tr,info@sunflex.com.tr | teklif@idealkabin.com.tr
3s teknik danismanlik,19423|26106|26140,3S TEKNİK DANIŞMANLIK SAN. VE TİC. A.Ş | 3S TEKNİK DANIŞMANLIK SAN. VE TİC. A.Ş | 3S TEKNİK DANIŞMANLIK SAN. VE TİC. A.Ş,5,Ankiros | Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | METAL EXPO EURASIA İSTANBUL | Wire - Tube Eurasia ,False,A,REVIEW,Manual review suggested,0,1,2165260303 | 2165274784,3steknik.com.tr,info@3steknik.com.tr
agaoglu havacilik savunma,12616|16851|27433,Agaoglu Havacilik ve Savunma Sanayi | AĞAOĞLU HAVACILIK VE SAVUNMA SANAYİ LTD. ŞTİ. | AĞAOĞLU HAVACILIK VE SAVUNMA SANAYİ LTD. ŞTİ.,3,IDEF | Saha Expo | Uluslararası İstanbul Prohunt Fuarı,False,A,REVIEW,Manual review suggested,0,1,2165271818,ahss.com.tr,agaoglu@hs01.kep.tr | agaogluhavacilik@hs01.kep.tr | impex@ahss.com.tr | info@ahss.com.tr | kalite@ahss.com.tr
ajans organize kamuran tecimen,19752|25470|32171,AJANS ORGANIZE - KAMURAN TECIMEN | AJANS ORGANİZE  KAMURAN TECİMEN | AJANS ORGANİZE KAMURAN TECİMEN,3,Ankiros | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | Maktek Avrasya,False,A,REVIEW,Manual review suggested,0,1,2126712147,ajansorganize.com | organizedergi.com,edremit@ajansorganize.com | info@ajansorganize.com | info@organizedergi.com | taner@ajansorganize.com
ajansmik fuarcilik medya hizmetleri,19429|31886|34712,AJANSMIK FUARCILIK VE MEDYA HIZMETLERI LTD. STI. | AJANSMİK FUARCILIK VE MEDYA HİZMETLERİ LTD.ŞTİ. | AJANSMIK FUARCILIK VE MEDYA HIZMETLERI LTD. STI.,3,Adhesives and Bonding Eurasia | Ankiros | Kauçuk Avrasya Fuarı,False,A,REVIEW,Manual review suggested,0,1,2122229371,ajansmik.com,info@ajansmik.com | inquiry@qdxiangjie.com
akar makina,2131|10616|16857,AKAR MAKINA SAN. VE TIC. A. S. | AKAR MAKINA SAN. VE TIC. A.S. | AKAR MAKİNA SANAYİ VE TİCARET A.Ş.,3,AVRASYA CAM FUARI | Kauçuk Avrasya Fuarı | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2222361700,akarmak.com | akarmak.com.tr,info@akarmak.com.tr | usa@akarmak.com
