normalized_name,company_ids,original_names,fair_count,fair_names,same_fair_overlap,scenario,confidence,recommendation,duplicate_relation_count,country_ids,phones,websites,emails
perkim yapistirici,12985|18263|21320|25472,PERKIM YAPISTIRICI SAN. TIC.A.S. | PERKIM YAPISTIRICI SAN. TIC.A.S. | PERKİM YAPIŞTIRICI SAN. VE TİC .AŞ. | PERKİM YAPIŞTIRICI SAN. TİC.A.Ş.,4,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | İbia Expo | İntermob,False,A,HIGH,Auto merge candidate,0,1,2126010001,perkim.com.tr,info@perkim.com.tr
sasa polyester,4810|7821|22027|23555,SASA POLYESTER SANAYİ A.Ş. | SASA POLYESTER SANAYİ A.Ş. | SASA POLYESTER SAN. A.S. | SASA POLYESTER SANAYI A.S.,4,Avrasya Ambalaj | Plast Eurasia İstanbul | Texhibition İstanbul | Uluslararası İstanbul İplik Fuarı,False,A,HIGH,Auto merge candidate,0,1,3224410053,sasa.com.tr,info@sasa.com.tr
termosan isil islem,13002|17773|25485|28507,TERMOSAN ISIL ISLEM SAN.VE TIC.AS. | TERMOSAN ISIL İŞLEM SANAYİ VE TİCARET A.Ş. | TERMOSAN ISIL İŞLEM SAN.VE TİC.AŞ. | TERMOSAN ISIL İŞLEM SAN. VE TİC. A.Ş.,4,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | IDEF | Saha Expo,False,A,HIGH,Auto merge candidate,0,1,2125984040,termosan.net,info@termosan.net
acar teknolojik sistemler,19289|30430|34711,ACAR TEKNOLOJIK SISTEMLER SAN. TIC. LTD. STI. | ACAR TEKNOLOJİK SİSTEMLER SAN. TİC. LTD. ŞTİ. | ACAR TEKNOLOJIK SISTEMLER SAN. TIC. LTD. STI.,3,ALUEXPO | Adhesives and Bonding Eurasia | Ankiros,False,A,HIGH,Auto merge candidate,0,1,902623652001,,betul@acarteknolojik.com | info@acarteknolojik.com
alev makina,12929|18067|26108,ALEV MAKINA SAN. TIC. LTD. STI. | ALEV MAKINA SAN. TIC. LTD. STI. | ALEV MAKİNA SAN. TİC. LTD. ŞTİ.,3,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | Maktek Avrasya,False,A,HIGH,Auto merge candidate,0,1,2166221191,alevmakina.com,info@alevmakina.com
alkin kompresor,14274|16876|27461,ALKIN KOMPRESÖR | ALKIN KOMPRESÖR SAN. VE TİC. LTD.ŞTİ. | ALKIN KOMPRESÖR SAN. VE TİC. LTD. ŞTİ.,3,IDEF | Saha Expo | WIN EURASIA,False,A,HIGH,Auto merge candidate,0,1,2327822290,alkin.com.tr,alkin@alkin.com.tr | info@alkin.com.tr
alpkim kimya,21730|28708|29842,ALPKIM KIMYA LTD. STI. | ALPKİM KİMYA LTD. ŞTİ. | ALPKİM KİMYA LTD.ŞTİ.,3,Avrasya Ambalaj | PAPER EURASIA | İntermob,False,A,HIGH,Auto merge candidate,0,1,2124282883,alpkim.com,info@alpkim.com
arge robotik otomasyon,2482|16910|27509,ARGE ROBOTIK OTOMASYON SAN. VE TIC. LTD. STI. | ARGE ROBOTİK OTOMASYON SAN.TİC.LTD.ŞTİ. | ARGE ROBOTİK OTOMASYON SAN. VE TİC. LTD. ŞTİ.,3,IDEF | Plast Eurasia İstanbul | Saha Expo,False,A,HIGH,Auto merge candidate,0,1,2165272703,argerobotik.com,arifgelen@argerobotik.com | info@argerobotik.com | sales@argerobotik.com
arma yapi sistemleri,2280|6187|12879,ARMA YAPI SISTEMLERI SAN. TIC. A.S. | ARMA YAPI SISTEMLERI SAN. TIC. A.S. | ARMA YAPI SISTEMLERI SAN. TIC. A.S.,3,AVRASYA PENCERE FUARI | Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı,False,A,HIGH,Auto merge candidate,0,1,2124851801,arma-yapi.com,iletisim@arma-yapi.com
arthor otomotiv guc sistemleri,3752|30960|32024,ARTHOR OTOMOTIV VE  GÜÇ SISTEMLERI A.S | ARTHOR OTOMOTİV ve GÜÇ SİSTEMLERİ A.Ş. | ARTHOR OTOMOTİV VE  GÜÇ SİSTEMLERİ A.Ş,3,Expomed Eurasia - Medikal Fuarı | KARAVAN SHOW EURASIA | KARAVANİST İstanbul,False,A,HIGH,Auto merge candidate,0,1,2163949131,arthor.com.tr,info@arthor.com.tr
asepto kart,22456|24068|24143,ASEPTO KART TIC. A.S. | ASEPTO KART TİCARET A.Ş. | ASEPTO KART TICARET A.S.,4,Promo Gift İstanbul | Sign İstanbul | İstanbul Kırtasiye Ofis Fuarı | İstanbul Oyuncak Fuarı,False,A,HIGH,Auto merge candidate,0,1,5308574309,mythos.cards,iletisim@mythoscards.com
aspa gida,10373|14885|18555,AŞPA GIDA SAN. TİC. A. Ş. | AŞPA GIDA | AŞPA GIDA SAN. TIC. A.Ş.,3,F İSTANBUL | IBAKTECH | World Food İstanbul ,False,A,HIGH,Auto merge candidate,0,1,5333737005,,info@gelincikhashas.com
ata silah,12629|16948|27546,ATA SILAH SAN. A.S | ATA SİLAH SAN. A.Ş. | ATA SİLAH SAN. A.Ş.,3,IDEF | Saha Expo | Uluslararası İstanbul Prohunt Fuarı,False,A,HIGH,Auto merge candidate,0,1,2164664568,ataarms.com,ata@ataarms.com
ava proses teknolojileri,10916|12732|34117,AVA PROSES TEKNOLOJİLERİ SAN. VE TİC. LTD. ŞTİ. | AVA PROSES TEKNOLOJİLERİ SAN. VE TİC. LTD. ŞTİ. | AVA PROSES TEKNOLOJİLERİ SAN. TİC. LTD. ŞTİ.,3,Adhesives and Bonding Eurasia | MCA World Fair | Maden Türkiye Uluslararası Madencilik Fuarı,False,A,HIGH,Auto merge candidate,0,1,,avaproses.com,info@avaproses.com
aysfix mobilya baglanti elemanlari,12876|18161|25418,AYSFIX MOBILYA BAGLANTI ELEMANLARI TICARET A.S. | AYSFIX MOBILYA BAGLANTI ELEMANLARI TICARET A.S. | AYSFİX MOBİLYA BAĞLANTI ELEMANLARI TİCARET A.Ş.,3,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | İntermob,False,A,HIGH,Auto merge candidate,0,1,21261620,aysminifix.com,erol@aysminifix.com | export@aysminifix.com | siparis@aysminifix.com
aytemiz kesintisiz guc kaynaklari,16969|27570|29992,AYTEMİZ KESİNTİSİZ GÜÇ KAYNAKLARI A.Ş | AYTEMİZ KESİNTİSİZ GÜÇ KAYNAKLARI A.Ş. | AYTEMİZ KESİNTİSİZ GÜÇ KAYNAKLARI A.Ş.,3,Eurasia Rail | IDEF | Saha Expo,False,A,HIGH,Auto merge candidate,0,1,2164286580,makelsan.com.tr,gulsen.kiraz@makelsan.com.tr | ismail.bodur@makelsan.com.tr | kerem.yilmaz@makelsan.com.tr | makelsan@makelsan.com.tr
baki koc imalat,12883|25428|34431,BAKI KOÇ IMALAT | BAKİ KOÇ İMALAT | Baki Koç İmalat,3,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | İstanbul Hırdavat Fuarı,False,A,HIGH,Auto merge candidate,0,1,5352866506,bakikoc.com,info@bakikoc.com
bas akumulator,7432|9240|23174,BAS AKÜMÜLATÖR SAN. VE TİC. A.Ş. | BAS AKÜMÜLATÖR SAN.VE TIC.A.S | BAS AKÜMÜLATÖR SAN. VE TIC. A.S.,3,Bosphorus Boat Show Kara Fuarı | Solar Storage | SolarEx İstanbul Güneş Enerjisi & Teknolojileri Fuarı,False,A,HIGH,Auto merge candidate,0,1,2163067174,basaku.com.tr,info@basaku.com.tr | pazarlama@basaku.com.tr
bayramoglu promosyon,14681|18389|22472,BAYRAMOGLU PROMOSYON SANAYI VE TICARET LIMITED SIRKETI | Bayramoğlu Promosyon San.ve Tic. Ltd. Şti. | BAYRAMOGLU PROMOSYON SAN. VE TIC. LTD. STI.,4,Beauty Eurasia | Promo Gift İstanbul | Promosyon Show | Sign İstanbul,False,A,HIGH,Auto merge candidate,0,1,,,info@bayramoglupromosyon.com
berteks tekstil,1040|16992|27601,BERTEKS TEKSTİL A .Ş. | Berteks Tekstil San.ve Tic.A.Ş. | BERTEKS TEKSTİL SAN. TİC. A.Ş.,3,IDEF | R+T Turkey | Saha Expo,False,A,HIGH,Auto merge candidate,0,1,2242802700,berteks.com,gulsah.noyan@berteks.com | info@berteks.com
beydemir sac profil,12885|19640|25429,BEYDEMIR SAÇ PROFIL SAN. VE TIC. A.S. | BEYDEMIR SAÇ PROFIL SAN. VE TIC. A.S. | BEYDEMİR SAÇ PROFİL SAN. VE TİC. A.Ş.,3,Ankiros | Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı,False,A,HIGH,Auto merge candidate,0,1,2328771211,beydemir.com,info@beydemir.com | muratkocayanak@beydemir.com
bibus endustriyel urun,5713|18168|27606,BIBUS ENDÜSTRIYEL ÜRÜN. SAN. VE TIC. A.S. | BIBUS ENDÜSTRIYEL ÜRÜN. SAN. VE TIC.A.S. | BİBUS ENDÜSTRİYEL ÜRÜN. SAN. VE TİC. A.Ş.,3,Expomed Eurasia - Medikal Fuarı | IDEF | İntermob,False,A,HIGH,Auto merge candidate,0,1,4442038,bibus.com.tr,bdu@bibus.com.tr | info@bibus.com.tr
bimeks tel,825|12887|25430,BIMEKS TEL | BIMEKS TEL A.S. | BİMEKS TEL A.Ş.,3,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | METAL EXPO EURASIA İSTANBUL,False,A,HIGH,Auto merge candidate,0,1,2882461256,bimekstel.com,info@bimekstel.com | sales@bimekstel.com
bmc otomotiv,11498|17012|27618,BMC OTOMOTİV SAN. VE TİC. A.Ş | BMC Otomotiv Sanayi ve Ticaret Anonim Sirketi | BMC OTOMOTİV SAN. VE TİC. A.Ş.,3,BusWorld | IDEF | Saha Expo,False,A,HIGH,Auto merge candidate,0,1,2164380430,bmc.com.tr,info@bmc.com.tr | savunma@bmc.com.tr
canovate elektronik endustri,17036|27650|29999,CANOVATE ELEKTRONİK ENDÜSTRİ VE TİC. A.Ş. | CANOVATE ELEKTRONİK ENDÜSTRİ TİCARET A.Ş. | CANOVATE ELEKTRONİK ENDÜSTRİ VE TİC. A.Ş.,3,Eurasia Rail | IDEF | Saha Expo,False,A,HIGH,Auto merge candidate,0,1,2164842222,canovate.com,info@canovate.com
cihan deri,1374|11506|17053,CİHAN DERİ SAN. A.Ş. | CİHAN DERİ SAN. A.Ş. | CİHAN DERİ SANAYİ A.Ş.,3,Aysaf Ayakkabı Yan Sanayi Fuarı | BusWorld | Saha Expo,False,A,HIGH,Auto merge candidate,0,1,2163941860,cihanderi.com,aymakop@cihanderi.com | info@cihanderi.com | merter@cihanderi.com
cozum makina,11836|12545|24439,ÇÖZÜM MAKİNA | ÇÖZÜM MAKİNA | ÇÖZÜM MAKİNA SANAYİ VE TİC.LTD.ŞTİ.,3,Automechanika İstanbul | Bosphorus Boat Show Kara Fuarı | KOMATEK,False,A,HIGH,Auto merge candidate,0,1,,cozum-makina.com,carraro@cozum-makina.com | info@cozum-makina.com | teknoloji@cozum-makina.com | yanmar@cozum-makina.com
cw akademi egitim arastirma gelistirme,3146|9253|27689,CW AKADEMİ EĞİTİM ARAŞTIRMA VE GELİŞTİRME | CW AKADEMI EGITIM ARASTIRMA VE GELISTIRME A.S. | CW AKADEMİ EĞİTİM ARAŞTIRMA VE GELİŞTİRME A.Ş.,3,Enerjisini Üreten Fabrikalar Zirvesi ve Sergisi | IDEF | SolarEx İstanbul Güneş Enerjisi & Teknolojileri Fuarı,False,A,HIGH,Auto merge candidate,0,1,2422290054,cw-enerji.com,basin@cw-enerji.com | info@cw-enerji.com
daxler enerji,3150|9258|23180,DAXLER ENERJİ | DAXLER ENERJI A.S. | DAXLER ENERJI A.S.,3,Enerjisini Üreten Fabrikalar Zirvesi ve Sergisi | Solar Storage | SolarEx İstanbul Güneş Enerjisi & Teknolojileri Fuarı,False,A,HIGH,Auto merge candidate,0,1,4449577,daxlerenergy.com,info@daxlerenergy.com
depar deri plastik,1385|7632|8300,DEPAR DERİ PLASTİK SAN. VE TİC. A.Ş. | DEPAR DERİ PLASTİK SANAYİ VE TİCARET ANONİM ŞİRKETİ | DEPAR DERI PLASTIK,3,Aysaf Ayakkabı Yan Sanayi Fuarı | HOMETEX | Texhibition İstanbul,False,A,HIGH,Auto merge candidate,0,1,,deparderi.com.tr,info@deparderi.com.tr
disan hidrolik makina,23460|25707|25873,DISAN HIDROLIK MAKINA SANAYI TIC. LTD. STI. | DİSAN HİDROLİK MAKİNA SANAYİ TİC. LTD. ŞTİ. | Disan Hidrolik Makina Sanayi ve Ticaret Ltd.,3,IFAT Eurasia 2025 | Plast Eurasia İstanbul | RePlast Eurasia,False,A,HIGH,Auto merge candidate,0,1,2127234067,disan.com.tr,info@disan.com.tr
duratek koruyucu malzemeler,17119|24447|27751,DURATEK KORUYUCU MALZEMELER SAN. TİC. A.Ş. | DURATEK KORUYUCU MALZEMELER SAN. VE TİC. A. Ş. | DURATEK KORUYUCU MALZEMELER SAN. VE TİC. A.Ş.,3,Bosphorus Boat Show Kara Fuarı | IDEF | Saha Expo,False,A,HIGH,Auto merge candidate,0,1,2627512060,duratek.com.tr,adana@duratek.com.tr | info@duratek.com.tr | satis@duratek.com.tr | tuzla@duratek.com.tr | zkaragoz@duratek.com.tr
duru sistem makine,14383|21435|22356,DURU SİSTEM MAKİNE | DURU SISTEM MAKINE SAN.TIC.LTD.STI | DURU SİSTEM MAKİNE SAN. TİC. LTD. ŞTİ.,3,Kalite '25 | Maktek Avrasya | WIN EURASIA,False,A,HIGH,Auto merge candidate,0,1,2166410134,durusistem.com,info@durusistem.com
elesa ganter end mak ekipmanlari,5778|21824|27769,ELESA GANTER END. VE MAK. EKIPMANLARI SAN. VE TIC. LTD. STI. | ELESA GANTER END. VE MAK. EKIPMANLARI SAN. VE TIC. LTD. STI. | ELESA GANTER END. VE MAK. EKİPMANLARI SAN VE TİC. LTD. ŞTİ.,3,Avrasya Ambalaj | Expomed Eurasia - Medikal Fuarı | IDEF,False,A,HIGH,Auto merge candidate,0,1,2164151260,elesa-ganter.com.tr,info@elesa-ganter.com.tr
emir bant,22213|23002|25442,EMIR BANT SAN. VE TIC. LTD. STI. | EMİR BANT SANAYİ VE TİC. TİC.LTD. | EMİR BANT SANAYİ VE TİC LTD ŞTİ,3,Avrasya Ambalaj | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | İstanbul Hırdavat Fuarı,False,A,HIGH,Auto merge candidate,0,1,2126713770,emirbant.com,info@emirbant.com | webmaster@emirbant.com
emr fermuar,7555|21262|33209,EMR FERMUAR SAN. VE TİC. A.Ş. | EMR FERMUAR SAN. VE TİC. A.Ş. | EMR FERMUAR SAN. VE TİC. A.Ş.,3,Expomed Eurasia - Medikal Fuarı | Texhibition İstanbul | İbia Expo,False,A,HIGH,Auto merge candidate,0,1,2128866970,emrfermuar.com,fabrika@emrfermuar.com | info@emrfermuar.com | mercan@emrfermuar.com | metin@emrfermuar.com
ermaksan makina,13901|21450|27796,ERMAKSAN MAKİNA SAN. VE TİC. A.Ş. | ERMAKSAN MAKINA SAN . VE TIC. A. S. | ERMAKSAN MAKİNA SAN . VE TİC. A.Ş.,3,IDEF | IDEX İSTANBUL | Maktek Avrasya,False,A,HIGH,Auto merge candidate,0,1,,ermaksan.com.tr,cevdet.yalciner@ermaksan.com.tr | info@ermaksan.com.tr | yisatis@ermaksan.com.tr
everest ins mlz urt paz,3393|6228|22254,EVEREST INS. MLZ. ÜRT. VE PAZ. A.S. | EVEREST INS. MLZ. ÜRT. VE PAZ. A.S. | EVEREST INS. MLZ. ÜRT. VE PAZ. A.S.,3,AVRASYA PENCERE FUARI | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | WoodTech,False,A,HIGH,Auto merge candidate,0,1,2163111670,everestas.com,info@everestas.com
federal elektrik,14312|21592|32254,FEDERAL ELEKTRİK | Federal Elektrik | FEDERAL ELEKTRİK,2,A-TECH | WIN EURASIA,False,A,HIGH,Auto merge candidate,0,1,,federalelektrik.com,federal@federal.com.tr | info@federal.com.tr
femsan elektrik motorlari,14279|17187|27819,FEMSAN ELEKTRİK MOTORLARI | FEMSAN ELEKTRİK MOTORLARI SAN. VE TİC. A.Ş. | FEMSAN ELEKTRİK MOTORLARI SAN. VE TİC. A.Ş.,3,IDEF | Saha Expo | WIN EURASIA,False,A,HIGH,Auto merge candidate,0,1,2163788888,femsan.com,bilgi@femsan.com | info@femsan.com
flokser tekstil,1430|7670|8677,FLOKSER TEKSTİL SAN. VE TİC. A.Ş. | FLOKSER TEKSTİL SAN. VE TİC. A.Ş. | FLOKSER TEKSTIL,3,Aysaf Ayakkabı Yan Sanayi Fuarı | HOMETEX | Texhibition İstanbul,False,A,HIGH,Auto merge candidate,0,1,,floksertekstil.com.tr,info@floksertekstil.com.tr | sumbul.yilmaz@floksertekstil.com.tr
gulsan sentetik dokuma,12820|21858|23626,GÜLSAN SENTETİK DOKUMA SAN. VE TİC. LTD. ŞTİ. | GÜLSAN SENTETIK DOKUMA SAN. VE TIC. A.S. | GÜLSAN SENTETİK DOKUMA SAN. VE TİC. A. Ş.,3,Avrasya Ambalaj | CFE - Carpet and Flooring Expo | İDMA İstanbul Fuarı,False,A,HIGH,Auto merge candidate,0,1,3423373160,gulsanholding.com,info@gulsanholding.com
gunpay perde sistemleri,1055|2241|28904,GÜNPAY PERDE SİSTEMLERİ SAN. VE TİC. LTD. ŞTİ. | GÜNPAY PERDE SISTEMLERI SAN.VE TIC.LTD.STI. | GÜNPAY PERDE SİSTEMLERİ,3,AVRASYA KAPI FUARI | HOMETEX | R+T Turkey,False,A,HIGH,Auto merge candidate,0,1,2164717868,gunpay.com.tr,info@gunpay.com.tr
gvn guven civata,6173|12960|18213,GVN GÜVEN CIVATA SAN. VE TIC.LTD.STI. | GVN GÜVEN CIVATA SAN. VE TIC.LTD.STI. | GVN GÜVEN CIVATA SAN. VE TIC.LTD.STI.,3,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | İntermob,False,A,HIGH,Auto merge candidate,0,1,2126168037,guvencivata.org,bilgi@gvnguvencivata.com | info@gvnguvencivata.com
has bant ambalaj,12961|24165|25450,HAS BANT AMBALAJ SANAYI VE TICARET ANONIM SIRKETI | HAS BANT AMBALAJ SANAYI VE TICARET ANONIM SIRKETI | HAS BANT AMBALAJ SANAYİ VE TİCARET ANONİM ŞİRKETİ,3,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | İstanbul Kırtasiye Ofis Fuarı,False,A,HIGH,Auto merge candidate,0,1,8504202327,hasbant.com.tr,info@hasbant.com.tr
hera charge,1275|21596|32258,HERA CHARGE | Hera Charge | HERA CHARGE,2,A-TECH | EV Charge Show,False,A,HIGH,Auto merge candidate,0,1,,heracharge.com,info@heracharge.com | sales@heracharge.com | services@heracharge.com
icdas celik enerji tersane ulasim,3459|17272|30020,IÇDAS ÇELIK ENERJI TERSANE VE ULASIM SAN.A.S. | İÇDAŞ ÇELİK ENERJİ TERSANE VE ULAŞIM SAN. A.Ş. | İÇDAŞ ÇELİK ENERJİ TERSANE VE ULAŞIM SANAYİ A.Ş,3,Eurasia Rail | KASTEXPO | Saha Expo,False,A,HIGH,Auto merge candidate,0,1,2126040404,icdas.com.tr,icdas@icdas.com.tr | info@icdas.com.tr | serhat.cehiz@icdas.com.tr
igrek makina,17278|19323|21477,İĞREK MAKİNA SAN. TİC. A.Ş. | IGREK MAKINA SANAYI VE TICARET A.S. | IGREK MAKINA SANAYI VE TIC. A. S.,3,Ankiros | Maktek Avrasya | Saha Expo,False,A,HIGH,Auto merge candidate,0,1,2242431606,igrek.com.tr,contact@igrek.com.tr | info@igrek.com.tr | muhasebe@igrek.com.tr
ileti buro mak tek hiz,3717|18420|22559,ILETİ BÜRO MAK. VE TEK. HİZ. SAN. TİC. LTD. STİ. | İleti Büro Mak. ve Tek. Hiz. San. Tic. Ltd. Şti. | ILETI BÜRO MAK. VE TEK. HIZ. SAN. TIC. LTD. STI.,4,Promo Gift İstanbul | Promosyon Show | Sign İstanbul | Souvenir Expo Türkiye,False,A,HIGH,Auto merge candidate,0,1,,ileti.com.tr,bulent.balci@ileti.com.tr | info@ileti.com.tr | mesut.teper@ileti.com.tr
ilpen kalemcilik plastik,22561|23389|26669,ILPEN KALEMCILIK PLASTIK SAN. VE TIC. LTD. STI. | ILPEN KALEMCILIK PLASTIK SAN VE TIC LTD STI | İLPEN KALEMCİLİK PLASTİK SAN. VE TİC. LTD. ŞTİ.,4,MÜSİAD Expo Ticaret Fuarı | Promo Gift İstanbul | Sign İstanbul | Zuchex,False,A,HIGH,Auto merge candidate,0,1,2126597891,ilpen.com.tr,ilpen@ilpen.com.tr | info@ilpen.com.tr
ipekli rulman ith paz,6238|12898|23043,IPEKLI RULMAN SANAYI ITH.PAZ.LTD.STI. | IPEKLI RULMAN SANAYI ITH.PAZ.LTD.STI. | İPEKLİ RULMAN SAN.İTH.VE PAZ. LTD.ŞTİ.,3,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | İstanbul Hırdavat Fuarı,False,A,HIGH,Auto merge candidate,0,1,2122223234,ipeklirulman.com,info@ipeklirulman.com
isitan makine,21475|26007|26141,ISITAN MAKINE SANAYI VE TIC. A. S. | ISITAN MAKİNE SAN. VE TİC. A.Ş. | ISITAN MAKİNE SANAYİ VE TİC. A. Ş.,3,Foteg İstanbul | Maktek Avrasya | Wire - Tube Eurasia ,False,A,HIGH,Auto merge candidate,0,1,2242458988,isitan.com,info@isitan.com | satis@isitan.com
